Source,Organisation,Rating,Date,Review_text
Mouthshut,Amity University,3,"[' Dec 25, 2016 ']",Hello friend! Myself Ravi Kumar Mundotiya and I am past student of this university .AMITY UNIVERSITY is the multi campus private university in India. In university academic staff is very creative and hard worker. They are very friendly to students and solving their problem. Campuses of amity university are very beautiful and attractive. All facilities you want for study are available in this university campus.
Mouthshut,Amity University,4,"[' Dec 17, 2016 ']","Amity Institute of Biotechnology provides us with a wide range of subjects to be studied.The laboratories, as well as the classrooms, are well maintained. Unlike govt colleges, teachers here cover all the topics and are fully dedicated to their work. They provide us with study materials, assignments etc that prove out to be helpful.The internal assessments are held a month before the externals , the duration is 1 hour.Classes are regularly held till evening and attendance count a lot. we are ought to maintain 75% attendance to appear in the exams.And yeah, outside the classrooms we are free to clear our doubts with seniors or teachers. The entire Amity family is very friendly and kind , helpful in every way.Lastly, I would like to mention that I'm pursuing a dual degree i.e. Btech+ MTech from here, it is a 5-year duration course and unlike the single degrees, I'd be completing my masters in 5 years.And I must tell you guys , that if you wanna pursue BTech ( I don't know about BSc) in biotechnology, it's better you go for the dual degree i.e. the integrated program.It not only saves a year but is valuable as well. And Amity should be your only choice."
Mouthshut,Amity University,3,"[' Dec 07, 2016 ']","As an amity university and by passing 3 years in it who can tell you more than me about itfirstlygod it is heaven the campus its just awesome  so many building, food courts  in it, and main arcadia where you can chill with your buddies playing pool  bowling, tt, oosball.and saying about the crwd its just best as you would know  all about it ro your friends the crowd is world  famous:pand coming to studies   amity ofers many cources  and have difrent  groupslike ASET, AISSC and many morenot all the cources are good in it  and  doing those cources will get you higher jobs but some are good   like in amity  ASET - amity university science engineering technology is the best branch in amity and offers you best jobs in it  at higher wager=s then other cources, its like btech cources and it cources ."
Mouthshut,Amity University,5,"[' Nov 20, 2016 ']","Amity university is one of the leading education group of indiaIt is ranked no 1 in non profit organisationit has got good faculty, good facilities and everythings what an universities need to have . it will be difficult for poor kids to study here but if anyone want to study then it is most suitable one because hired most skilled faculties, infrastructure is very good . Here we come to rich kids, its a very good investment for rich kids, u can look for degrees, some small placement, every things what a rich kids look for in a college . environment is very good in sense of sex ratio . when u will look most of the engineering colleges u will get low percentage of sex ratio which is very good for young youths . Attraction center is very high, every month there is a entertainment source like launching new movies trailers, music, Bollywood actors and actress  priemers. I mean to say that overall good for guys who want enjoy their college life This university has got the largest library in asia"
Mouthshut,Amity University,1,"[' Nov 20, 2016 ']","Amity is is one of the bad university in india . with no placement and education.??.  so plzzz do not take admisson in amity , fees is very high, nice collage life like movies but at the end of 3 to 4 year later ur knowledge is o. so better take admisson in srm university, vit university. I m also the student of amity university so plzzz do not take admisson  in this collage this is  the biggest mistake of life. after 3 or 4 year later u realize that follish decision to go amity university"
Mouthshut,Amity University,4,"[' Nov 13, 2016 ']","One of the best known private university in India locate in noida. It consists around 240 programs and it now has more 125000 students from all over the world. the university recieved several rankings in terms of top universities,BBA, LLB, MBA, mass communication programs, fashion design etc. Its campus are in noida basically but they operates campuses in dubai, london singapore, china etc and in India it operates many law schools business schools and univesities."
Mouthshut,Amity University,5,"[' Oct 28, 2016 ']","Amity  university is very nice university of india.  It gives you a better placement in India or in other countries also.  This is a very good university for students because teaching staff of this university is very experienced and so talented.  Good hostel facility is given by this Amity university.  Students who wants a better future  then I suggest them to join this marvelous university. Someone thinks that this university is very costly but they don't know about the placement of provided by this university.  This is very important university for these students who dreamed their carrier as a big carrier so they must be join the AMITY UNIVERSITY.  The ranking of this university is the proof of superiority of this university . At last, this is very important university for everyone"
Mouthshut,Amity University,5,"[' Oct 20, 2016 ']","Amity university is a very well known university of India. It is ranked amongst one of the top universities of India.The University is located in Noida in Uttar Pradesh. The campus is spread over acres of land. The infrastructure is very much well built with central AC. There are very well maintained grounds for sports and function purposes.The university has a very well developed staff pf faculties that teach the students and help them nurture. The placement record of the university is also very good. It has a good network of recruiters and this is very much beneficial for the students to help them kick start their career.Besides that it is also ahead in all the extra curricular activities be it sports or any cultural programmes etc.You get to find and meet students from various parts of India and even the world.Overall this is one of the best universities which is ranked amongst the top universities of India and is very well reputed. Ranging from infrastructure to studies to extra curricular activities, Amity University is an all rounder for a student to develop in all the ways possible and get a kick start to their career."
Mouthshut,Amity University,2,"[' Oct 11, 2016 ']",The amity university is the most popular university in the north side of india. The large no. of studengs ard going and studing that way ghis colleges and university has its own hype. I think that the university is only ment for the sgudents who has lots of money to just invest in the perticular place so this is not so good because the value of can not understood by students it can only understood by parents who is taking careof their students. So the situations are very much different then other.
Mouthshut,Amity University,1,"[' Oct 09, 2016 ']","I have completed my Btech from amity university in mechanical engineering and passed out in the year 2015.This college is mostly suitable for the rich brads who owns their daddy ka paisa.Initially when I took admission in this college lot of fake promises were made about the placements and packages. But after being exposed to reality only 30% students are placed in companies like tier 2, tier 3we need to pay ton of rupees to seek admission in these universities which we have flind faith due to their big branding. but reality seems much farer than it.I would suggest if you guys only degree and later wanna shift to family business its the best college to spend ur time, But if you people wanna get good knowledge and education for your career growth then I would only suggest one thing ""THINK WISELY"".Dont waste your die hard income in these colleges which are worthless."
Mouthshut,Amity University,1,"[' Oct 07, 2016 ']","Amity university is one of the private university of India. In this university also take several courses to take admission like graduation, post-graduation and management courses and so on. In this university only rich students can take admission because in this university they charged so highly fees to their student that who one can rich then go their children to study in amity university. Otherwise in the middle class family or low middle class family not bear this fees to their children to take admission in this type of university to studies. If they want but not send to their children for charging so much fees. In case if In a normal delhi university or other govt. colleges the fees for whole graduation or masters cost one to just 10, 000-15, 000 of B.A  and B.COM students fees and in B.SC courses upto 25, 000 But in this university, they have a limited seats so everyone not gets admission in government colleges or universities, So students want to continue their study then they move to private colleges or universities to take admission but in they can think to take admission if  from Amity like university it will cost you in lakhs for a normal b.com degree. So you think management and specialization courses from private university then they will charge upto 7-8 lakhs. so generally middle class and low middle class not afford to sent their children to study in private colleges. So if the students can not take admission in government college and their family condition is not so good then their last option to leave studies and move to job without grooming their talent and that case the future of these student have no career. So I have to suggested that in that private university will down their fees are little low and take admission to those who can not bear their fees and gave a chance to talented students to achieve in their career and create a name in this field and make proud to also their university that this student will pass on from this university, this will be best university and several students wants to take admission to see the results of these university by every year student was pass with good marks and attain a good job in market and the university provide some exemption in fees for special students. So this will make a good rapport in the market of private university like AMITY University and so on other university."
Mouthshut,Amity University,4,"[' Sep 28, 2016 ']","This college is one of the top private college in India. This college is not for working class family on the grounds that the expenses is high yet study and situation condition is awful. The understudies in friendship are bad. Friendship have their name in light of its status and praises come to advancement. In any case, I should say framework of Amity is great.I feel so happy to when I am visiting amity university."
Mouthshut,Amity University,1,"[' Sep 19, 2016 ']",I am going to share my personal experience with my degree collage Amity University.I am complete my b.tech degree in this collage in 2014.This university is not good for middle class family because its fee is very high and placement is very low or nothing and education level is very poor.If you want to complete degree without good knowledge then join it because its education level is very poor.This university is not provide good education compare to other institute like galgotia college or other institute.Thanks.
Mouthshut,Amity University,4,"[' Sep 16, 2016 ']","HiMy friend, Mr Vineland done his Master's from Amity in Optometry and after finishing his course. He got a selection for the position of Lecturer in D.Y patil university, Pune. As you all know DY Patil university of Pune is one of the best universities in  India in terms of education and placement of students.So we all see the the education which he gets from Amity university. So really it's a hub of knowledge. Great university.Thanks"
Mouthshut,Amity University,4,"[' Sep 11, 2016 ']","Hey guys I will told you about Computer science at amity university is more focused on the theoretical part however you will have plenty of opportunity to go ahead and implement your learnings. Most colleges do not focus much on practical knowledge but again this is in no way stopping you from going ahead and practicing on your own(no spoon feeding). Learn a new language of your interest once you grasp the basics.After this lets come to the internship part, they are decent enough. I did my internship in AT&T which is a pretty good organization to go ahead and work for even for a short duration. Most students get internships on their own so you can go for Amazon however it does not come for internship recruitment.Placements are good in comparison to a lot of private and other colleges. In my batch the maximum package went for 8.5 LPA but again if you perform well in your internship that same company might offer you a package much more(13LPA+ in a friends case), so it all comes down to what you did different in those 4 years of your college which later makes it much simple to get into a company you want while others are struggling with testing and support jobs.Work hard, learn something new, become an expert(its not at all difficult you've got 4 years) you'll find much much better companies than you can imagine."
Mouthshut,Amity University,5,"[' Sep 10, 2016 ']","Amity may best university for all but it, s fee is so much that, s why many many cann""t study in this university like me because I have not money to study there. But is study so higher Here all is aviliable for your best study like that GOOD teacher.It, s colleage campus is so large. This university is top ranked university in India.1, 25, 000 student pursuing here and 300 above programmes is here and Here is 12 INTERNATIONAL campuses across LONDAN, SINGAPORE, NEW JERSEY, CALIFORNIA, DUBAI, CHINA and other above.Last year this university became INDIA, S BEST RESEARCH UNIVERSITY. so whatever you are thinking about this university please write in comment and know more above itTHANK, S FRIEND I LIKE YOU.PLEASE RATE ON MY REVIEW."
Mouthshut,Amity University,2,"[' Sep 09, 2016 ']","Amity university is a private university and it is for the students who are unable to take admissions in the government colleges or the semi goverment institutions. It is generally the college for the rich people. If you have a plenty of money to throw so you can go to amity. In a normal delhi university or other govt. colleges the fees for whole graduation or masters cost one to just 15-20, 000 or upto 50, 000 for science courses I think so. And where if you are doing from Amity it will cost you in lakhs for a normal b.com degree. It is a common saying for amity students that ghar baithne se acha h college m enjoy krke degree lelo and paisa bahut h . Generally amity students are going to college in their big big cars like audi ; bmw ; porsche ; hyundai ; toyoto etc . So it is not bad to say Amity university for the rich."
Mouthshut,Amity University,4,"[' Sep 04, 2016 ']","Amity University was established in india by an act of Uttar Pardesh Lagislature.Amity University was formed by Ashok Chauhan, the founder of the Ritnand Balved Education Foundation.It has implemented resrvation based on cast etc.It has received several ranking in 2013 india today College Ranking.Amity International Business School has been ranked with 3 Palms of Excellence by Eduniversal.This university has several business school across various cities of india.It also operates international campuses.This university is doing great job in india as well as internationally."
Mouthshut,Amity University,5,"[' Aug 30, 2016 ']","A university is usually a home away from home where we learn to grow, learn to build, learn to be ourself.Amity's state-of-the-art infrastructure at Noida gave me a pleasant learning atmosphere.Amity is amongst the top ranked business schools of india and even listed in the world's top business schools list.The lessons, the faculty, the facilities, the activities, everything came out to be a blessing and made me'ME'.Talking about the crowd we get at amity university, its mostly the cream of the surrounding cities which gives us a nice atmosphere to be in.Although, i've heard that the engineering related education provided by the university is not much appreciated by the students but it is the best for business studies.I personally believe, education is provided the same everywhere but it depend solely on YOU how you take it.If we talk about the business studies, amity is roughly the best in our country."
Mouthshut,Amity University,2,"[' Aug 27, 2016 ']","As per my opinion Amity University is one of the fastest growing indian university but not due to its high reputation in education and placement, it is due to its very good level of advertisement in a wrong way. If you are looking for a university having good infrastructure and facility then Amity is good. But, with education and job point of view it is worst. Placement record of this university is very bad. It is producing a number of unemployed graduates every year. The level of education is not upto the mark. Total wastage of money."
Mouthshut,Amity University,2,"[' Aug 27, 2016 ']","In amity, the management is concerned more with what the young ladies ought to wear and what not as opposed to enhancing the nature of education.At whatever point the guards see, a couple sitting at the lake side, they are shooed away.en in some great college as opposed to spending my school life in AMITY, Noida grounds. I think twice about it so much and I get envious when I see other understudies making the most of their school life. It is one of the most noticeably awful choices I have made.At the start they depict Amity to be a world class college, yet in the meantime, they carry on as though they are from a very backward tribe with a lot of senseless rules.The hostel superintendents and inn executive are so impolite towards students. They frequently depend on beating and slapping students. There have been numerous instances of students attempting suicide under these weights yet this is basically quieted far from anyone's regular field of vision. I wish I would have made a better decision"
Mouthshut,Amity University,4,"[' Aug 26, 2016 ']",I personally like this university cos it is one of the fastest growing university in these 5-6 years as they don't actully force for studies they do each and everything in a combination they provide best class education with sone fun like fests evry year and contests and many more happening things well I would suggest you if u can afford Amity then you should definitely take admittion becouse it's too costly to be in Amity lol .Overall I have many frnds there so that's why I know about it thanks
Mouthshut,Amity University,4,"[' Aug 01, 2016 ']","I am writing this review with my personal experience I had within 5 years, I am a final year student of B.sc+ M.sc Biotech(2012-12).I have no idea why people hate private universities, if u can afford it then its your place. let  me tell you all the best universities in the world are private institutions.After all it dosen't matter whether you study in private or government college, what really matter is what you learn. I will share my experience through pros and cons, so here it goes;PROS;1)faculties are really good here, they know how to deal with students, how to teach, and they are really helpful. you can interact and ask anything anytime, they are always ready to help you2)Classrooms are obviously air conditioned and equipped with projectors.3) Interested in research? almost every teacher has some or the other project going on funded by government, you can just need to go and tell them about your interests.4) Labs are good. you just have to show your interest and they will make it available for you.5) Nice infrastructureCons:Since I was in hostel it will not be a problem for day scholars1) Food is Okay. anyway you will not find a single student in universe who is satisfied with the hostel food"
Mouthshut,Amity University,4,"[' Jul 30, 2016 ']",Hi i'm monu I have done m.b.a. from amity university in 2015 so I want tell about this universiity' I think amity university is a best university for me because amity university's infrastcture is awesome'this campus is wonderful for every student.management faculty are great in this university.hostel arrangement is very good in this university.and placement record is 100% in this university because every student and faculty work togetherall university is wifithis university tie up have many international management institute so every student placed'this university have many branches in india.
Mouthshut,Amity University,2,"[' Jul 26, 2016 ']","Well first of all I would like to warn you that if you want to study seriously , it's not very good university for you.It's good for people who really want to enjoy their college life to the fullest or in terms of Amity students FUN.It has huge over priced restaurant and cafes. Best is to have cafeteria lunch as it is cheaper but may/may not be as tasty as it looks.The way to earn good internals is to butter teachers somewhat and also perform in minors. A little preparation will take you miles in majors.Placements is ohk with almost all students getting placed. If you work hard you will get placed earlier that the rest and ATPC puts in full effort to get all students get placed."
Mouthshut,Amity University,4,"[' Jul 22, 2016 ']",Amity university it's a amazing.I don't know about other campuses of Amity but life really sucks when it comes to the Jaipur Campus.In India the education had become a business I know this very well because I am a student from Amity University and most of the Indian college going students know that for what Amity is famous for.These people are making AMITY UNIVERSITY in every state of India but the reality is  that if you take out the placements then you would see that what the  reality is they want the maximum amount of students no matter that they  are having the resources even to full fill the requirements of half of  the university they are making more and more campuses because they need  more and more students.These loosers can pay crores to MR.Mahendra singh dhoni but can't afford good lecturers.
Mouthshut,Amity University,4,"[' Jun 26, 2016 ']","Amity University offers the good education in different professions or trades with the latest syllabus.I did b.tech(Mechanical Engg).From this university and I am fully satisfied with the education imparted by them and especially this university focus on holistic development of each student.There are various universities which provided the same degree with at fewer fees structure but, quality costs money. Overall, this university is best in north India and it offers degree/diploma in a lots disciplines."
Mouthshut,Amity University,4,"[' Jun 23, 2016 ']","I am studying in an amity university and its good as well bad. its good for those who wanted to learn more because it provide you almost 12 subjects which may help you in the better future and along with that it provide you the diploma of other subjects which you have studied during your graduation.It helps you to build up your confidence because in the college there is almost ever single person is speak in English through which you can face your fear of speaking in English because in India mostly people judge you with that.lets talk about its benefit. it provide you the diploma of foreign language which cost you worth 12k if you learn from outside. In amity its necessary to choose one Foreign Language which definitely provide you a star in you curriculum vitae.this university is quite expensive but it provide you some major benefits of many different things like they provide you diploma in communication skills, diploma in Behavioral science and so on. So as per my view Amity is good for you if you want and explore the things by your own."
Mouthshut,Amity University,2,"[' Jun 21, 2016 ']","I dont have any personal experience, bt wat I saw around me was that guys who don't get admission anywhere go to amity. Morever they do so much advertisement that It dont seem that they are educational organisation rather it seems like they are doing business.Good institutions dont need any advertisement.Theuy might be good, bt they always seem like begging students to take admission.Person who dont get admission anywhere can opt fr amity.I think it stands no where in my list.I will not recommend it to anyone close to me, unless it is the last option left."
Mouthshut,Amity University,2,"[' Jun 10, 2016 ']","Amity university isn't good for anything. First of all it is a private university and this thing should always be kept in mind that the GOVT. universities are much better than the private ones. Also, the degree pursued through a GOVT. Unviersity would be more valuable as compared to the private ones. Amity university has a very good infrastructure and indeed the campus is really huge. However, the fees is so high that every one can't afford to seek admission in it. Moreover the placement efficiency is very low considering the high amount of fees. Its better to seek admission in a normal GOVT. recognized university cuz you can get some relaxation on the fee part."
Mouthshut,Amity University,3,"[' Jun 02, 2016 ']",Amity University is an university where all the rich class students visit. The infrastructure is far better than any other private institutes .The service and quality of education they provide is good .The hostel accomodation and food is quite good I say.its my personal visit to the university and responses from my friends hope this will help u .
Mouthshut,Amity University,4,"[' May 21, 2016 ']","Amity is a good university . But I would prefer Sharda University.As Sharda University is global university with cosmopolitan culture. The environment is very progressive. It has very excellent teachers and they are from IITs , IIMs and Foreign University.Student teacher relationship is very good which gives good growth to students. By the end of final semester students are trained to be professionals. The placement of the University is very good. The Alumni is well placed across the globe."
Mouthshut,Amity University,2,"[' May 19, 2016 ']",I agree that amity university is one of the indias big university. It has its branches in many cities but its just for people who can spend a lot of money on their education. Inspite of spending lots of money you wont get good quality of education.Also this is yhe university with good marks never go. It has no good records of placrment. Only thing is it has good infrastrucure with lots of extra activities. I would not suggest good students to go in this university but yes if you have lots of money you approach to this university.
Mouthshut,Amity University,2,"[' May 09, 2016 ']","They don't offer you many placements, it is a very main factor that I am saying because I studied in this college for 4years and many students in our college are unemployed, they are very hard working students, but they didn't got offers, they are now doing ms and MBA for jobs.Studies are not good because professors dont teach you anything. And they just sit and they stare at you hoping you will complete all alone.This is so sad. And they are taking money like 16lakhs for entire btech, please students don't join this college it will drop your future."
Mouthshut,Amity University,2,"[' May 08, 2016 ']","Reason is thatFirst a fall tagline, Not for profit but taking a huge amount of money from students. B.com fees approx 2 lakh per year. What is this It means 6 lakh for 3 years. The middle-class family does not afford this. They have to understand. They are selling education. Sorry, I say this but its true.Only rich people send their children to amity. 60% to 75% student in amity have less than 60% marks. So if they are providing education to these students then its very good but kindly give compensation or take fewer fees from the student so that middle class or poor class student also study there.Education is not for sale."
Mouthshut,Amity University,2,"[' Mar 11, 2016 ']","I applied for MBA in amity university in 2011 but due to my laziness and its flexible system of appearing in exams, I still had not completed my MBA and they are still suggesting me the ways to do the MBA anyhow.But now came to know that there is no use of doing such courses. first the schedules should be tight for exams, so that student is bound to appear in. lack of administration and easiness in courses only indicates:once they get their fee, their work is overbond u to invest more money to appear in examsno followups, so no use to do MBA in such institutes."
Mouthshut,Amity University,5,"[' Mar 06, 2016 ']","Amity University is one of the best private university to study.Everything inside the university student friendly and one thing the student will love amity university is because its campus and student friendly environment.In Amity University you will find best hostel for lodging, Great mess for food and anything such as gym, sports and library.All are best and student will love it after taking admission.The great thing about this university is that you will feel like your home environment and you will never forget the time you spend with your friends after you completed your course.Those memory will stay in your heart forever."
Mouthshut,Amity University,4,"[' Feb 25, 2016 ']","'Amity' it becomes a brand in category of education.Every student has dream to study in amity university.The campus was huge and beautiful.The classrooms are hightech.The infrastructure of colleges are outstanding.Amity is one of the most popular university in world.Amity is known for its placements, faculties& facilities.Amity gives 100% placement assurity to student.Life@Amity is luxurious.The youth fest in amity is very good.Many stars came to encourage students.Overall best university .Highly recommended. "
Mouthshut,Amity University,4,"[' Feb 19, 2016 ']",Amity University is the largest and most famous private university of india. The campus is very wide and beautiful. It is very big in size and about 5000 student are in this university. If offers many courses and make the future of student very bright. The faculties of all the department are very well educated and well deciplined.The classes are smart which provides a better way to understand any problem.This university has very large fee structure of all the courses. Which can't be offerded by a common man or middle class family.All the things are stopped considering when you go to pay alot of money for education. Todays education is a very excellent way to earn money from the children of aristocrates. All the children who go to the amity university is only belong to high income group.Overall this is not a good place for bright future.
Mouthshut,Amity University,4,"[' Feb 15, 2016 ']","Amity University is top private institution in india. there are more than 200 courses are running currently. My personal experience is very good, now I am in 3rd year and I am enjoying my college life in amity university.I like the campus and its facilities.What I don't like about the college is the attendance system which include the 5 marks of internal, if your attendance is above 95% then you will get full 5 marks for attendance unless you will loose 1 marks per loose 5% for example if your attendance in a subject is 80% then you will get 2 marks, similarly 1 for 75%, 3 for 85%.you should attend this college if you really want to enjoy your college life with your education"
Mouthshut,Amity University,2,"[' Feb 14, 2016 ']",Amity university is ranked among one of the top privare university in India.It has the world classs infrastructure but the faculty guides are not so impressive.The education level is not so systematic.It has students from all over the world.The facility provided here is world class but it's only wastage of money.There is requirement of only money for every sort of work at amity university.Any sort of work can be done with money at this university.The university has ita own tule and regulation which is basically beneficial fo hod members.The student have to tolerate unwanted behaviour from hod's membersAs overall I want to suggest u dat if u have money.and u want to waste it.then come to it.but if u're middle class student u can't afford this university.Thnx.with best regards.
Mouthshut,Amity University,2,"[' Feb 13, 2016 ']","Amity university is a one of the private university in India. Among all the private university it is one of the disgusting and worst university in India. Friends , it is my real experience that this university is opened only for earning money not for giving quality education.As we all know it is one of the professional university in india but no single student of this university become professional. If some child get placed in some companies due to his own labour and effort not due to this university. In this university every month of the year is engaged in extra curricular activity not technical and professional activity. So I advice all of my friends don't get enrolled in this type of university. Thank you for reading this review"
Mouthshut,Amity University,1,"[' Feb 12, 2016 ']",I had wasted my 2 years with amity university sector 125 noida as I am from a middle class family & my parents wants to give me the best education so they spent around 9 lakh on my MBA in finance but they were unaware of the charges amity will take in every 15 days by the name of fests events athletes games.Amity in first look seems to be the best university of the world to everybody but it is the worst university ever I had ruined my parent's hard earned money in these stupid activities rather than quality education & they are providing campus placements only in sales which anybody can join after graduation too.I am one of the unemployed youth of amity which has wasted time money career in amity.
Mouthshut,Amity University,2,"[' Feb 11, 2016 ']",You shell out nearly 10 lacs regarding MBA! The lenders that come regarding location are generally mostly shared deposit or even insurance carriers. That they pick up many college students who almost leave the task just a few weeks simply because there isn't any understanding provided on the freshers plus they are questioned to meet the locates as well as advertise policies on their household as well as relations.Virtually 50% are generally remaining and not using a campus location and possess for you to signal any assertion that might be a career your self. There isn't any technique you could speak to Medical professional. Chauhan. I've directed any postal mail for you to him nevertheless there have been absolutely no reply in a single month! I might urge mothers and fathers certainly not receive lured by facilities to check out their particular truthful location information as on websites they refer to as 100% is actually all fake!
Mouthshut,Amity University,5,"[' Feb 10, 2016 ']",Sharing my personal experience related to amity university is beyond my words.i was wondering all the time that once in my life I want to be in amity for pursuing my bachelors degree and then finally I got registered there and when I stepped in amity I was just like I have been given a shock because the atmosphere I felt that time was electrifying.Being truthful I haven't seen such a lovely university before.i was so excited to see this beautiful university and I decided to reach to the every corner of amity in my earlier days and I did that in my own way.after reaching to the every spot of the university I felt very happy because the way university is been designed reveals its beauty.according to me the amity have a world class infra structure with great faculty as everyone knows that amity is a top ranked university.the thing that I liked most is you dont have to go out of the university its because you will get every single thing that you want.During my course I participated in many functions and the way they  organise those functions is really brilliant. and as per my opinion they place students in a great manner.comming to academic programs and other activities all I can say they are best in these portions also.Amity is best
Mouthshut,Amity University,1,"[' Feb 09, 2016 ']","Here I want to share me views about what I think about the university and what it really is. At the  first day of my collage I got the shocking news about the attendance.That you have to maintain your attendance upto 75% and you carries marks also for attendance. In a short way if you miss one class then you have to attend at least 3 class to maintain you attendance. And if not there you will get debard which means you will not be allowed to sit into the end sem exam.After all every thing is fine and I advice you not to choose it if you want fun as well as degree.Thank you for reading, dont forget to like , and comment.Have a good day."
Mouthshut,Amity University,1,"[' Feb 09, 2016 ']",It is just a luxury hotel nothing else. If u have lot of money to spend. Then kindly donate for someones welfare but dont waste it in AMITY. The chairman of this university is a big fraude.Now u can imagine that if the leader is fraud. Then what about university.? They are just playing  with the lives of the future  leaders. They just want money. No matter at whatb cost. If u opt for this university.  Surely u r going to ruin your career and life. It is just a fraud. Please never opt for this university
Mouthshut,Amity University,4,"[' Feb 08, 2016 ']","Apart from the amazing infrastructure, the variety of courses they provide is huge. The people are amazing and the place is full of extra curricular activities. Amity focuses on an all round development rather than just emphasizing on academics.I studied there and the whole experience will always be cherished.You might hear negative reviews about the kids being spoilt brats, but I think its a healthy mix like all educational institutes."
Mouthshut,Amity University,4,"[' Feb 01, 2016 ']",Amity university is one of the best college of engineering in India. But the fees is way more than an ordinary college of engineering. Amity university consists all types of engineering fields in which students can choose. Amity university also have a big campus where students can relax and have fun. As we know engineering is very tough.One needs to give many exams and need to study much.due to lengthy syllabus a students needs break to play or spend some time to make their mind fresh. Hence big campus of amity will be helpful to students to relax and play and then concentrate on theri studies
Mouthshut,Amity University,3,"[' Jan 28, 2016 ']","I am studying B.Pharm. from Amity University, Noida.Fees is more than double of other private universities.But still I opted because it is quiet famous and I thought education would be good too.But after  joining I found out that studies are not the top priority, most of people are here to have fun and enjoy their college life.I am enjoying my college days too which is good but it would have been better if I could actually learn something, so far I have been learning things related to 12th class Chemistry.I hope I learn something related more to my field.People who are loooking to enjoy their college days should join this university, those who are very serious about their studies should avoid joining this university. This institute is quiet famous and it is also visited by celebrities, recently Salman Khan also came."
Mouthshut,Amity University,2,"[' Jan 27, 2016 ']","I have done MBA from Amity university and must say it is a very expensive college.Cab facility has been provided for which extra charge has been collected. University infrastructure is vast and overcrowded. They organize all kind of academic and extra curricular activities programs, but I do not find it suitable according to the college fees structure. Even they cannot justify me their fees.Additional subjects have been added in the syllabus which makes it more complicated to understand. Thats why I suggest the peoples to first check other colleges befoe going there, may be they will find the right one for them."
Mouthshut,Amity University,4,"[' Jan 24, 2016 ']",I am the student of amity university noida this is the best university in india. I am doing mba in this university 2 year post graduation programme .I am fully satisfied in this university.The study enviorment of this this university is really bery good and teaching staff is also good in the university the most big things of this university is placement scale is also good. all management and enginering programe are in this university tjanx
Mouthshut,Amity University,3,"[' Jan 18, 2016 ']",Amity university is one of the largest and leading university in india.amity university is multi campus private university.this university is very popular.Forbes ranked as 60th best university in the world.Amity university teachers are experienced and very talented.teacher try to teach the student in easy and understandable manner.all teacher have very good knowledge in their field.every student is provided with user id and password so that they able to know about their day to day activity.Amity university is very beautiful with stunning infrastructure.this university atmosphere is very good for education.Placement is 100% for engineering and management.almost all student from these courses get placed with average salary of around Rs 3 lakh.the intake of student is good but packages offered are average.nearly 250 plus companies comes at the end of year and amity university gives ensures that maximum student gets placed.Amity university it's very costly and it's not affordable everyone.if you have enough money and want to surity of job then definitely try amity university.
Mouthshut,Amity University,3,"[' Jan 05, 2016 ']","If you want to choose Amity University for your graduation, then I must say that you should reconsider. Firstly, It's too expensive & dull in education quality. Also, environment there is not much suitable for free learners. It's good in MBA program, but other courses are only for getting a degree. Don't choose it unless it's the only option & you got a strong financial support.But if you want to enjoy your college life & don't care about the job, then this place is for you."
Mouthshut,Amity University,3,"[' Jan 04, 2016 ']","In 2008, I cleared my CAT exam I was looking for a PGDM degree and I was not sure where to get admission. In Amity, I took my admission.In Amity Lucknow campus every candidate got selected based on CAT and Internal exam conducted by Amity itself. After that, the merit list they prepare and accordingly they call candidates for the f2f interview.I had Communication Development, Behaviour Science, Research Methodology, and German Language apart from my regular MBA subjects.  The course is designed as per the professional standard.The faculty was professional. They help in understanding each subject carefully. They help in developing presentation skills, and sometimes they give good reference to get internships.I had my internship in Sahara India Pariwar, Corporate Communication Department as a Market Researcher. They paid 7.5K at the end of eight weeks internship with certification.I passed out in 2009-10 and it was the time when in the private sector was suffering from financial recession crisis moment which was affected campus placement. But in that time Amity did a wonderful job, they brought 4 industrial giants like Accenture, Wipro, Times Now, Hindustan Times for the placement.In every winter season, a cultural festival organised in Amity Lucknow Malhore Campus by the management. The festival name is SAMANVAY meaning ""Something which is equally applicable to all.""This stage gave endless opportunity to showcase cultural activity to all students.In my course, there were no labs. I had weekly presentations at the stage in our classroom. Our exam system was semester based. Papers were split into two parts. Internal assessment and external assessment. Each paper 60 marks for external and 40 for internal, both papers to clear to clear a subject and get the score.Fee structure in Amity is expensive than government MBA colleges. In my course, I had four semesters and each semester costs 96K. Apart from that, there were other fees like the security deposit and hostel fees.Hostel facility was very good. They provided me a shared room with a partner. Each room member gets a table, chair, cupboard, bed, and mattress. 24/7 room cleaning service, purified water, generator back up and separate toilet for every six students.Mess food was good and hygienic. Pure 100% veg meals every day. Mess fees are not included in hostel fee. So you need to pay every month to get the mess food.I did not have any scholarship availed from Amity University. I am not sure about it.Education loan facility offered by most of the banks. I had loans from PNB.Friendship starts at Amity. Fun moments in hostel parties every weekend. There were the gym, table tennis, volleyball, cricket tournaments, dance, debate and singing competition too.I never got any reference from my alumni network and senior students of Amity. But interaction opportunities are there and many time they helped junior students in getting placed or searching internship.Amity Lucknow Campus was in construction at the time when I was there. The main issue I found that between Amity Noida and Lucknow campus there is a sky and earth difference in getting interview opportunities in good companies after the course end. But hope one day Amity Lucknow campus become better."
